cleaned_text,,label
be aware be responsible stay safe with confirmed cases hashtag_coronavirusinindia falls us support govt is efforts battle spread virus following good hashtag_hygiene habits acting hashtag_responsibly can help hashtag_prevent spread hashtag_coronavirus httpurl,INFORMATIVE,
horribly frustrating sad news memphis in last days scs has closed schools created plan feed students extended closure shuttered program nutrition service employee tested positive coronavirus updating httpurl,INFORMATIVE,
facsism kills many subtle ways trump got away with deaths puerto rico he is going try with coronavirus time members media ovary start reporting dangerous lies regime,UNINFORMATIVE,
trump concern reported case numbers would make look bad he lied people told would go away he wasted two months response time caused countless deaths gave covid two extra months spread he failed usa,UNINFORMATIVE,
the trillion dollar federal hashtag_coronavirus relief package working way congress includes funding battered bay area transit agencies the day is hashtag_covid news httpurl,UNINFORMATIVE,
jazz great ellis marsalis jr dead fought covid says son httpurl download the epoch times app see exclusive coronavirus coverage daily updateshttpurl,INFORMATIVE,
breaking news mad rush free meals mckeown temple kumasi hundreds people have defied government is order observing social distance wake covid pandemic queue free meals httpurl,UNINFORMATIVE,
i couldn find repository confirmed hashtag_covid cases deaths state i created one i linked state department health will updating next see i can automate data gathering goal create api data httpurl,UNINFORMATIVE,
hashtag_coronavirus hashtag_us hashtag_sxsw hashtag_austintx texas has canceled in us hrs are new cases since yesterday total active cases there are active cases texas,INFORMATIVE,
bhubaneshwar has active covid positive cases most are linked first cases confirmed surya nagar bomikhal almost cases bomikhal are one family both clusters sealed put active surveillance no need panic,INFORMATIVE,
policecarlight hot press hashtag_coronavirus email update hashtag_maryland hashtag_congressman governor hogan has declared state emergency i want continue remind everyone prepare hashtag_bitcoin hashtag_xrp hashtag_ethereum hashtag_crypto hashtag_blockchain httpurl,UNINFORMATIVE,
i fellow canadians nigeria wishes wife anyone else quick recovery battle covid stay strong man able prime minister canada foldedhands,INFORMATIVE,
china made temporary bed hospital days viral worldnews hashtag_gujarat has converted newly built building civil hospital ahamadabad with beds operation theatre completely dedicated hashtag_coronavirus within days is first case,UNINFORMATIVE,
he desperate excuse call election knows matter democrat nominee is republicans are headed electoral apocalypse never recover you watch hashtag_coronavirus gets really bad states attempt impose martial lawfacevomiting,UNINFORMATIVE,
even hashtag_covid situation is control hashtag_odisha new case has reported last couple days state govt will conduct tests bhubaneswar next one week trace amp root hashtag_coronavirus city httpurl,INFORMATIVE,
you don know going die next susan hailey is stuck inside life care center kirkland still waiting results coronavirus test she told wants go home gt gt httpurl httpurl,INFORMATIVE,
you fat ss uvk attacking gov washington state people are dying coronavirus sick lie daily now dead us two coronavirus deaths tonight well tested positive that is ppl sick idiot,INFORMATIVE,
us navy sailor assigned central command headquarters tampa fla has tested positive coronavirus returning overseas travel did stop hq returning statement us military operations middle east afghanistan run centcom,INFORMATIVE,
abraham alexander singersongwriter set perform canceled sxsw this is great networking opp seen labels booking agents gigs gone coronavirus concerns his story hashtag_sxsw httpurl,UNINFORMATIVE,
khou news has learned eight local patients are positive presumptive positive coronavirus took cruise along nile river were egypt httpurl hashtag_khou hashtag_htownrush,INFORMATIVE,
why did people go protest prior covid concentration camps eddie gallagher pardon marie yavanovich lt col vindeman for decades americans have shrieked freedom world brandishing gunsbs we ai buyin bs anymore,UNINFORMATIVE,
writing don put numbers side side the punctuation is easy miss i first read people have died ontario covid,UNINFORMATIVE,
not means important aspect coronavirus worth bearing mind long run ukgov will blame negative economic consequences brexit anything apart brexit,UNINFORMATIVE,
upside of hashtag_coronavirus i m sure all the people who wo nt have car accidents will be happy estimated crashes us deadly killing injuring about children die every year traffic collisions plus work relatednerdface,UNINFORMATIVE,
a man must shape new mark minute old one goes aground loved min hashtag_leadership lesson shackleton endurance expedition case study on time hashtag_covid httpurl,UNINFORMATIVE,
we cud find way maybe authorised whocertified private labs can do testing charge we need save aviation industry reenabling travel bcz travel suspension negatively amp globally impacts industries tests prior travel wl eliminate covidspread amp revive travel,UNINFORMATIVE,
oklahoma first confirmed case hashtag_coronavirus only tests negative persons investigation puis per state dept health httpurl httpurl httpurl,INFORMATIVE,
has reported india has confirmed cases march himachal pradesh madhya pradesh have reported first cases delhi kerala rajasth witnessed wide spike number cases hashtag_coronavirusfacts hashtag_covid httpurl,INFORMATIVE,
day spanish coronavirus lockdown urban birder challenge let know best sightings mon amp tues cleveland ohio madrid amp bristol i zoom pm bst thursday th april urban birding q amp a httpurl hashtag_lockdownbirding httpurl,UNINFORMATIVE,
icymi south korea is efforts quarantine burn potentially infected bank notes reflects growing concerns cash is ability spread coronavirus httpurl via,UNINFORMATIVE,
sand artist rana ramlawi works sand sculptures depicting earth with message reading stay home home gaza city covid coronavirus pandemic gaza city april httpurl,UNINFORMATIVE,
sad justice america the commander us aircraft carrier loses job acted save crew covid keeps job doing nothing negligence will kill thousands citizens httpurl,UNINFORMATIVE,
ireland taoiseach agrees work with country health service hashtag_covid trump hashtag_covid new fon who dis,UNINFORMATIVE,
thanks spreading hashtag_shareasquare help need worldwide covid community response recovery fund hashtag_wearekc httpurl,UNINFORMATIVE,
as friday doctors ochsner health system alone were still awaiting coronavirus test results commercial labs patients httpurl,INFORMATIVE,
title tells bullshit potential worse case health impacts covid pandemic new zealand eradication fails what eradication hashtag_covidnz is sarsflu variant won eradicated,UNINFORMATIVE,
west virginia has seven confirmed cases covid coronavirus latest jackson county according west virginia department health human resources httpurl,INFORMATIVE,
i even concerned hashtag_covid will have disporportionately negative impact folks with serious hashtag_mentalhealth problems our safeguards care are already put back queue here is thread impacts gt httpurl,UNINFORMATIVE,
hashtag_coronavirus more m brits may already infected with bug hashtag_uk httpurl,UNINFORMATIVE,
latest japan beyond hashtag_coronavirus outbreak people aboard cruise ship california test positive virus canceling tokyo olympics would lower japan gdp growth estimate for hashtag_covid httpurl httpurl,INFORMATIVE,
see tom hanks is saluting fountains wayne frontman awardwinning songwriter adam schlesinger nd r died april covid virus httpurl httpurl,INFORMATIVE,
us records coronavirus deaths highest hour toll country far the number deaths with coronavirus us jumped one day us almost half were new york city httpurl,INFORMATIVE,
covid observations south korea has cases italy x less deaths vietnam has fatalities,INFORMATIVE,
even global pandemic karens are gon na karen unamusedface hashtag_covid hashtag_coronavirusupdate hashtag_coronaviruspandemic,UNINFORMATIVE,
ellis marsalis jazz pianist educator patriarch marsalis family has died age due complications covid httpurl,INFORMATIVE,
another patient investigation pui coronavirus disease has died saturday private hospital dumaguete city even result throat swab test released the pui said have preexisting medical conditions httpurl,INFORMATIVE,
i originally philadelphia i love philly will fiercely defend always but comes pandemics hashtag_covid do like philadelphia be like st louis city canceled public gatherings early ended with far lower death rate,UNINFORMATIVE,
over past years president trump has had deal with president history and still punching crossfire hurricane july may mueller investigation may mar impeachment sep jan coronavirus jan present,UNINFORMATIVE,
httpurl kanganja must update nation important matters investigation despite covid httpurl,UNINFORMATIVE,
rome cnn soldiers were drafted help enforce lockdown italy friday officials announced new deaths largest singleday toll anywhere world since coronavirus outbreak began httpurl,INFORMATIVE,
coronavirus took hold uk earlier thought data reveals earliest death occurred february almost week previously acknowledged httpurl,UNINFORMATIVE,
i talked with man is rowan county second confirmed case hashtag_covid he skeptical recent actions taken government officials hashtag_coronavirus outbreak were needed that tested positive covid httpurl,INFORMATIVE,
governor wolf delaying enforcement nonlife sustaining business closures monday due number waiver requests hashtag_covid,UNINFORMATIVE,
the sheriff is department has reduced jail population the sheriff has ordered release people with less days left sentences is directing local agencies cite release many suspects possible httpurl hashtag_covid,UNINFORMATIVE,
breaking news possible cases hashtag_covid broward county have reported along with deaths possibly linked virus according florida dept health hashtag_breakingnews hashtag_developing hashtag_covid hashtag_coronavirusoutbreak,INFORMATIVE,
pa hospitals don have capacity latest local hospital is will test with symptoms returned china italy iran japan south korea last days have contact with someone with confirmed covid last days,UNINFORMATIVE,
coronavirus outbreak intel employee bengaluru may discharged today follow live updates httpurl,INFORMATIVE,
trump is trying bs way coronavirus outbreak brings together good evidence comparisons suggest trump is concerned with keeping reported numbers infections deaths httpurl,UNINFORMATIVE,
how dramatically could slow hashtag_coronavirus spreading literally every american wore mask weeks i think would hashtag_flattenthecurve faster method if had ppe thats less spread stress healthcare system need ventilators,UNINFORMATIVE,
an instagram post comedienne amy schumer showed noisemaking applause coming buildings around pm is shift changes occur hospitals hashtag_coronavirus httpurl,UNINFORMATIVE,
more lakh hashtag_americans have tested hashtag_positive hashtag_covid far total fatalities wednesday were nearly highest country world httpurl,INFORMATIVE,
another reason number covid cases are inflated is italy is testing aggressively compared many countries for example till th march italy have tested k people virus,UNINFORMATIVE,
oh btw they have positive covid among wwe wrestlers they are going wrestle with no crowd course wrestlers are risk hey mcmahon gets millions and will influencing trump are buds hashtag_trumprancidcorruption,UNINFORMATIVE,
hashtag_breaking hashtag_us centre disease control has recommended gatherings people banned next weeks country braces spike hashtag_coronavirus cases latest hashtag_news httpurl,UNINFORMATIVE,
coronavirus live updates covid cases edge toward million worldwide us jobless claims hit million one week the washington post httpurl,INFORMATIVE,
hashtag_coronavirus treatments a list promising medical remdesivir the hashtag_california hashtag_biotech hashtag_gilead is repurposing drug calledkaletra one first repurposed drugs tested against hashtag_covid kaletra hiv httpurl,UNINFORMATIVE,
my guess is coronavirus is already circulating nyc i had strange flu like illness january neg flu sticky mucus hard breath walking pneumonia out work week took weeks recover no previous lung disease i wonder covid,UNINFORMATIVE,
pelosi says trump has downplayed severity coronavirus as president fiddles people are dying httpurl hashtag_foxnews absolutely disgusting pelosi knows partisan politics hashtag_coronavirus,UNINFORMATIVE,
bill maher says coronavirus overreactions making isick people die that is happens life httpurl hashtag_foxnews,UNINFORMATIVE,
to date have covid deaths no orleans parish jefferson parish however seems bulk no parish are senior living center,INFORMATIVE,
february li wenliang doctor one first sound alarm coronavirus died china researchers said pangolin may have animal link chain february a us citizen died wuhan,INFORMATIVE,
experts hashtag_massmurderer hashtag_realdonaldtrump is advisers doubt lies america will suffer coronavirus deaths due failure respond say science projects million americans will killed httpurl,UNINFORMATIVE,
while stay home help societies around world pray amazing service providers amp heath workers hashtag_reminder eat healthy talk with friends amp family don listen read negative comments hashtag_apple hashtag_covid hashtag_love hashtag_supporthealthcareproviders foldedhands httpurl,UNINFORMATIVE,
asked press conference coronavirus pence dr anthony fauci director national institute allergy infectious diseases said first had heard aipac cases rollingonthefloorlaughing httpurl,UNINFORMATIVE,
the president had travel ban had st confirmed case coronavirus obama waited till ppl died the demoncrats have fought tooth amp nail against our duly elected president get rid all obamanites the libs hate trump rather destroy america httpurl,UNINFORMATIVE,
the us has almost half million confirmed cases hashtag_covid country amp is routinely losing people day that is with lockdown yet nearly every politician amp media figure says need reopen economy soon i feel crazy,INFORMATIVE,
kampala metropolitan police has set toll free hotline coordinate presidential directives covid operations in case emergency call kmp joc toll free line,UNINFORMATIVE,
can imagine weeks time someone hashtag_melbourne hashtag_ausgp is confirmed with hashtag_coronavirus hashtag_covid team leader contact tracing hashtag_f hashtag_ferrari,INFORMATIVE,
new covid cases spore including linked safra jurong dinner sia steward httpurl hashtag_singapore hashtag_coronavirus hashtag_dinner,INFORMATIVE,
iraq added cases bringing total number hashtag_covid cases there are also deaths ireland added cases bringing total number case cameroon recorded second case httpurl,INFORMATIVE,
coronavirus confirmed global cases pass one million china is like trump they are taking responsibility accidentally originating disaster is possible individuals nations world organizations sue china bc httpurl,INFORMATIVE,
hashtag_lockdownsa didiza says applying must sa citizens have farming least months he says must registered with farmers organisation she says are registered will registered upon application hashtag_covid,UNINFORMATIVE,
from numbers covid ive increasing please cooperate disclose travel history save save near amp dear ones save othersfoldedhandslightskintone,INFORMATIVE,
rough extrapolations graphs saturday march st give usa in days hashtag_covid deaths in days hashtag_covid cases,INFORMATIVE,
hashtag_trump stops hashtag_coronavirus infected doctor treats patients toorak returning hashtag_australia hashtag_usa flying denver this is happens hope miracles amp hashtag_pr substitute common sense disease management amp control httpurl,INFORMATIVE,
just in az public health officials reveal people diagnosed w hashtag_coronavirus is amember school community american leadership academy queen creek say person campus ill amp has fully recovered school spring break,INFORMATIVE,
osun state raising bar coronavirus reported cases like are doing high jump competition is ooni said you people better give brain hold till ooni vaccine is validatedfacewithrollingeyes,UNINFORMATIVE,
chinese president xi jinping wuhan epicenter hashtag_coronavirus first prevention control inspection tour since outbreak according trying send strong message china is recovered virus able resume production etc,UNINFORMATIVE,
us spies intercepted chinese communications regarding true death toll coronavirus outbreak we are even close matching had according receipts million chinese citizens died virus we are,UNINFORMATIVE,
teachers delivered aprons different london locations today ensure brave hashtag_nhsheroes can continue incredible work front lines nation battle against coronavirus hashtag_ppeshortage hashtag_volunteerdrivers hashtag_elstreeteachers hashtag_thelockdown httpurl,UNINFORMATIVE,
breakfast briefing china has new coronavirus cases tesla will make ventilators is shortage llyc has new us ceo things pr pros know thursday morning httpurl,INFORMATIVE,
our hashtag_team is skilled educated motivated nimble hashtag_proactive reactive that kind energy need goal is make substantial hashtag_change short period time httpurl hashtag_foodie hashtag_teamwork hashtag_food hashtag_community hashtag_jobs hashtag_covid httpurl,UNINFORMATIVE,
a li construction worker fell ill with covid his landlady gave told never come back he slept car outside roommates testing positive are allowed home the newly homeless httpurl,INFORMATIVE,
if consider is going with covid testing america doing great either hate america have really low standards trump lying us flu death rates put shame south korea are america great it is substandard,UNINFORMATIVE,
do wan na know conspiracy theories happen have president said governor cuomo added extra deaths coronavirus the people died home is people think is hoax,INFORMATIVE,
announced million funding small businesses local health centers texas help recover financial stress caused coronavirus pandemic httpurl,UNINFORMATIVE,
anneliese dodds new shadow chancellor says inspired gordon brown international leadership wake financial crisis she suggests tax rises wealthy will needed wake coronavirus pandemic i have long advocated progressive tax system,UNINFORMATIVE,
in case missed blog has written earnest heartfelt essay recent possible exposure covid quarantine is like httpurl,INFORMATIVE,
hashtag_zimbabwe our govt is lying surely can play propaganda with hashtag_cornoravirus amp putting millions lives risk why can e govt admit amp declare hashtag_covid state emergency the govt said e patient had tested negative amp got discharged thisbackhandindexpointingdownbackhandindexpointingdown hashtag_twimbos httpurl,UNINFORMATIVE,
death number ignormus is is hashtag_covid is flu is cia hashtag_fakepandemic is working with hashtag_emptyhospitals is footage gt httpurl hashtag_pedowood actors are lying,INFORMATIVE,
in order prevent spread hashtag_coronavirus government iraq has forbidden travelers entering karbala city according iraqi officials have least cases hashtag_covid iraq,INFORMATIVE,
today will last time us trails italy new covid cases tomorrow us will have new cases three days ago even cases entire us new cases are doubling every three days k k k,UNINFORMATIVE,
one chart shows new york city is coronavirus cases deaths hospitalizations age bracket city is cases top httpurl httpurl,INFORMATIVE,
the republic south sudan has reported case coronavirus cases are have kits use test virus just see presidential convey will agree with africa is cursed continent mangesturingok httpurl,UNINFORMATIVE,
proud host country almost everyone respecting hashtag_socialdistancing hashtag_isolation denmark middle hashtag_coronavirus craze number daily cases is with active cases quite impressive stats moment httpurl,INFORMATIVE,
can anyone please explain govt briefing graph coronavirus deaths have uk lines one hospitals one settings other contries have one surely can add settings hospital one give us truer picture,UNINFORMATIVE,
ukus good electing dumbest people apr ga gov learned asymptomatic transmission last hours mar hashtag_bojo i shook hands with everyone jan dr fauci there is doubt coronavirus can spread even people have symptoms,UNINFORMATIVE,
neighbors had covid symptoms days spending days icu are still recovered home days go right ahead visit people don live with,INFORMATIVE,
someone said prince charles catching coronavirus purpose can go heaven eat diana coochie one time king facewithtearsofjoy,UNINFORMATIVE,
so far are cases hashtag_coronavirus western sahara refugee camps we spoke doctors cuban medical brigade camps hear preparing together with saharawi doctors covid we post photos amp stories coming days httpurl,INFORMATIVE,
update math clowns abound as spoke yes i know couple places have problems completely expected exact quote by march many of our largest cities amp hospitals are on course to be overrun with cases hashtag_coronavirus httpurl,UNINFORMATIVE,
too much hype people have died flu san diego county flu season some media exaggeration combined with minimal hashtag_leadership wh country feeds hysteria this is flu black plague hashtag_reality hashtag_coronavirus httpurl,UNINFORMATIVE,
the ohio department health has confirmed first death state coronavirus the case came lucas county according odh website httpurl,INFORMATIVE,
million covid positive while works is shutdown amp hashtag_medical amp economical crisis numbers are putting limited medical skills danger many drs nurses passed away fight hashtag_slowthespread hashtag_socialdistanacing hashtag_flattenthecurve,UNINFORMATIVE,
gujarat businessman supplying free meals people affected lockdown tests positive hashtag_coronavirus he involved personally distributing food packets officials pti hashtag_lockdown hashtag_covid hashtag_coronavirusoutbreakindia httpurl httpurl,INFORMATIVE,
hashtag_video a patient hashtag_sulaymaniyah hashtag_kurdistan region has recovered hashtag_coronavirus hashtag_covid will discharged hospital within hours generaldirector sulaymaniyah health directorat dr sabah hawrami said press conference hashtag_iraq httpurl,INFORMATIVE,
poor people pub wakefield nh is delivering free food people tested positive covid are quarantined the general manager says leave food front doors sick people don have go infect others httpurl,UNINFORMATIVE,
hashtag_resist hashtag_resistance hashtag_notdyingfortrump to put little perspective things trump says will have done good job americans die hashtag_covid there were americans died korean war there were americans killed vietnam,UNINFORMATIVE,
brah louisiana toe friend got tested covid weeks ago i had feeling caught sick they never called with results then went hot tested days ago tell finding positive,INFORMATIVE,
thinkingfacehow many is geriatric nutcase going take credit killing feb th telling people go hashtag_chinatown san francisco her idiocy really has boundaries i hear is refusing tested hashtag_covid,UNINFORMATIVE,
at stage people have come ruby princess australia have lost lives nsw police commissioner mick fuller a criminal investigation has launched cruise departed sydney march th hashtag_rubyprincess hashtag_coronavirus httpurl,INFORMATIVE,
sport perth racecourse has confirmed racing is least end june due hashtag_coronavirus,UNINFORMATIVE,
isolation centre ejigbo osun state friday night the six persons belong cluster covid cases returned hometown ejigbo ivory coast last week,INFORMATIVE,
italy reported almost new coronavirus deaths saturday with outbreak showing signs abating despite ever stricter curfews enforced nationwide httpurl,INFORMATIVE,
just saw those had pneumonia manila went totheir respective provinces masbate amp bicol died i hope would have tested ncov hashtag_covid hashtag_covid hashtag_covidphilippines hashtag_ncov hashtag_ncovphilippines httpurl,UNINFORMATIVE,
rise japan covid cases starting speed up httpurl httpurl,UNINFORMATIVE,
i do listen news since covid killed first patients i read news i do have listen tangerinepileofpooclownface,UNINFORMATIVE,
vp refer cruise ship japan people were coronavirus japan did allow tug cruise ship allow were coronavirus infected tourists crew so california cruise ship allow disembark tourists will worst japan,INFORMATIVE,
thread something from glorious hashtag_egypt holiday confinement hashtag_coronavirus hashtag_coronavirusuk i pray recovery amp safe return home foldedhands i httpurl,UNINFORMATIVE,
take infected hashtag_covid ships take equator warm place people die uk netherlands hashtag_uk hashtag_covid,UNINFORMATIVE,
ms joe is stunt queen rollingonthefloorlaughing trying get early release lol bc article does say is positive coronavirus lol,UNINFORMATIVE,
how soon white supremacist qanon infected covid suffering soldier launches rogue nuke china party really gets started and anon people were playing with qanon shit will go quiet,UNINFORMATIVE,
so is fake hoax why is jim baker selling silver nostrum per bottle saying is cure a cure something ignoramus trump has convinced covid is hoax wonder st person tested positive ky thinks is hoax,UNINFORMATIVE,
out hashtag_covid cases delhi patients are markaz nizamuddin deaths were markaz nizamuddin delhi cm arvind kejriwal,INFORMATIVE,
maharashtra times oped today it highlights possible shapes recovery post hashtag_covid looking forward hear feedbackviews httpurl httpurl,UNINFORMATIVE,
really because poorest americans will see dime not one cent nor can afford covid tests masks even hand sanitizer you are horrid little lying pos,UNINFORMATIVE,
hashtag_covid update more death sindhyear old patient resident karachi had diagnosed hashtag_covid two days agopatient had history acute respiratory distress returned ksa days ago total number deaths sindh hashtag_coronaupdate,INFORMATIVE,
postscript the idea us hashtag_covid deaths has peaked depends daily deaths moving back until happens remain vulnerable death rate moving near that could alter curve affect peak,INFORMATIVE,
at least two covid patients alaska were plaquenil told personally however did need hospitalized but like one told me mild case i hate see severe one hashtag_covid,INFORMATIVE,
vice president mike pence senate majority leader mitch mcconnell rky were among political leaders attended american israel public affairs committee aipac conference on friday aipac announced two attendees had tested positive covid coronavirus,INFORMATIVE,
hashtag_georgia has received covid rapid tests china the tests were dispatched marneuli municipality according georgian authorities new tests can diagnose covid minutes highvoltage hashtag_covidcaucasus httpurl camerawithflash photo via archil kalandia httpurl,UNINFORMATIVE,
blood donation programs accept plasma recovered covid patients four states thehill the hill httpurl via,UNINFORMATIVE,
good hear the emperor head coach fatih terim has released hospital recovering hashtag_covid virus hashtag_cimbom httpurl httpurl,INFORMATIVE,
some sunday coronavirus numbers albany county confirmed cases new york state confirmed cases hospitalization rate statewide is there have deaths nys,INFORMATIVE,
trump warns us heath establishment has saying quite time trumps definitely behind curveball trump warns painful two weeks ahead white house projects coronavirus deaths httpurl,UNINFORMATIVE,
hashtag_vietnam said will stockpile tonnes rice including tonnes unhusked rice ensure hashtag_food availability amid coronavirusdriven supply chain disruptions worldwide httpurl,UNINFORMATIVE,
rand paul harvey weinstein get positive coronavirus results day karma is showing,INFORMATIVE,
tuned hashtag_thefive foxnews illadvised they are spewing inaccuracies left right potus already tested covid is negative sorry perhaps should brush current events the brazilian president does have covid,INFORMATIVE,
a patient admitted pakistan institute medical sciences pims coronavirus symptoms discharged hospital tested negative sunday hashtag_mmnewstv hashtag_pakistan hashtag_coronavirusupdates hashtag_pimshospital httpurl,INFORMATIVE,
nbc news says staffer has died after testing positive for coronavirus httpurl via key words here other health issues i think we will come thru this pretty well i am feeling better seeing people functioning fine yet have the virus and dont know it,INFORMATIVE,
news hashtag_iran indicates soldiers armed forces are deserting bases amid coronavirus outbreak this indicates regime instability situation is control hashtag_covid httpurl httpurl,UNINFORMATIVE,
covid online shaming drives businesses shut doors httpurl hashtag_covid hashtag_covidyyc httpurl,UNINFORMATIVE,
new requests hashtag_rapidreview hashtag_covid hashtag_preprints outbreak science rapid prereview hashtag_osrpre please help have time expertise backhandindexpointingdownmediumdarkskintone thank making requests cc httpurl httpurl,UNINFORMATIVE,
the one concern i have are cruise ships coming may look alternatives comes cruise ships said maui mayor victorino moments st covid case hawaii announced httpurl,UNINFORMATIVE,
hashtag_fact the hashtag_sanfrancisco cruise ship is us waters stats must reflect hashtag_coronavirus hashtag_covid infected american citizens aboard letting citizens depart doesn magically increase infection statistics the infected are us coast they must be counted httpurl,UNINFORMATIVE,
huh i thought hashtag_thevillages immune hashtag_covid i know someone had friend return stay last week said no one is infected they are still parties hashtag_covidiots hashtag_darwinawards httpurl,UNINFORMATIVE,
here is latest death rates covid age coming china amp south korea well comparison flu the good news is south korea is seeing death rates half china the bad news is rates are still incredibly high compared flu httpurl,UNINFORMATIVE,
you don think hashtag_covid numbers are inflated now i seen w eyes my gma has history bronchitispneumonia we took doctor she diagnosed with bronchitis marked confirmed case covid without testing,UNINFORMATIVE,
just little perspective there coronavirus outbreak italy days ago months ago first case world still hadn discovered,INFORMATIVE,
you complain us refuse medical furlough hashtag_covidfor innocent iranian men the hashtag_un demands siamak namazi release amp are multiple hashtag_covid cases next door cells evin prison you are outraged imagine siamak is family hashtag_freethenamazis httpurl,UNINFORMATIVE,
people hashtag_wuhan are tough tough people they are putting epic fight hope recover soon hashtag_hashtag_coronavirus hashtag_china hashtag_covid httpurl,UNINFORMATIVE,
the latest there is second covid related death okaloosa county entire state nears k coronavirus cases details httpurl,INFORMATIVE,
the irrelevance is artificially orchestrated just less month first case coronavirus reported kenya amp have realized do need import hand sanitizers ppes amp testing reagents let is bring right ke,INFORMATIVE,
hudson odoi i have already recovered chelsea star callum hudson odoi says is already recovered coronavirus scare,INFORMATIVE,
the number confirmed coronavirus cases had surged new york starting sunday residents are ordered stay indoors months this is scary eery time stay strong new york httpurl,INFORMATIVE,
you have experience years doing nothing shame are poor people years rule party only one family grew richer maharashtra state cong rule is reporting huge increase cases every day hashtag_coronavirusoutbreakindia hashtag_covid hashtag_covidindia,UNINFORMATIVE,
coronavirus latest httpurl us surpasses italy country with coronavirus deaths global coronavirus death toll passes spain italy set ease lockdown measures,INFORMATIVE,
more fake news china pushed infoterrorist america msm enemy people do not trust them second wave a county central china is locked new coronavirus cases httpurl,UNINFORMATIVE,
funny hashtag_jawscovid bit facebook apparently assembled person named dale sandish dale missed one person quint would have person working hard make money hashtag_covid wound dying httpurl,UNINFORMATIVE,
the albemarle police department has arrested justin rhodes doing facebook live video inside albemarle walmart telling people tested positive covid rhodes is facing charges felony perpetrating hoax public building disorderly conduct httpurl,UNINFORMATIVE,
sanction lab hashtag_rajkot medical college given taking total government labs five we are taking solace fact is case today incubation period virus is long are guards principal secretary health gog hashtag_covid,UNINFORMATIVE,
a new deadly virus discovered nigeria according report is deadly hashtag_coronavirus morning cases has recorded nigeria the code dreaded virus is known hashtag_hungervid people are seriously hungry fg abeg do something,UNINFORMATIVE,
as yesterday have lost minnesotans covid total have approx people icu currently we have dr revealing state corruption pertains death certs minnesotans are sick bs incompetence,INFORMATIVE,
wow usa already has deaths wow have trying stay twitter real time news shocking learn staggering death toll if does remove trump only god can bless america hashtag_covid httpurl httpurl,INFORMATIVE,
live updates coronavirus deaths reported florida department health says latest with httpurl,INFORMATIVE,
labcentral alumni is frontlines developing covid diagnostic kits delivering hospitals across boston so far tests have found positives incredible step towards combatting worldwide pandemic httpurl,INFORMATIVE,
coronavirus is nothingburger more people killed nashville tornado coronavirus entire usa,UNINFORMATIVE,
kevin moore sport will recover covid shock time will tell many stitches needs httpurl httpurl,UNINFORMATIVE,
coronavirus covid news how virus kills bloomberg jeffrey taubenberger is guy needs charge httpurl,UNINFORMATIVE,
sean crabtree lake cumberland health department confirms coronavirus cases wayne county two are treated lake cumberland regional hospital is self quarantine,INFORMATIVE,
with rising covid cases malaysia stupid selfish people do know quarantine exposed i deeply concern wellbeing love ones malaysia listening air mata ibu dato siti makes even dramatic,UNINFORMATIVE,
pti kpk govt sent back tableeghi jamat members sawabi tando m khan sindhkpk govt gave certificate are negative amp sindh are positive hashtag_covid tests height criminal negligence amp incompetency pti govt httpurl,INFORMATIVE,
there is flu lead people i know symptoms tested negative coronavirus amp positive pneumonia america wash hands amp stay calm,UNINFORMATIVE,
hashtag_belgium also closed borders on friday march pm entry exit controls have reintroduced nonessential movements belgian borders ministry interior announced hashtag_bordercontrols hashtag_coronavirus hashtag_coronavirusupdate hashtag_covidbelgium,UNINFORMATIVE,
passing one million mark people infected with coronavirus milestone i hoped never see the spread throughout world is growing incredibly fast pace the worst part is seeing signs virus levelling america,INFORMATIVE,
do believe numbers people have died coronavirus us uk are higher lower numbers msm have given,UNINFORMATIVE,
zimbabwe could soon announcing lockdown curb coronavirus outbreak the government puts number infections with one inconclusive results i do trust,INFORMATIVE,
i live new orleans keep mind also mardi gras feb th nobody really even thinking coronavirus back there were known cases us were west coast,INFORMATIVE,
the risk is spread across everybody lives la county ferrer said younger people may have better outcome healthy are fact one largest groups people have tested are positive covid httpurl,UNINFORMATIVE,
watch a family is mend contracted hashtag_coronavirus trip italy they were first known cases covid la area spoke with experience httpurl httpurl,INFORMATIVE,
please watch eyes in hashtag_wuhan hashtag_china expect hashtag_quarantine lifted end april that is full months hashtag_selfisolation you must prepare usa hashtag_ration whatever food amp supplies have hashtag_coronavirus hashtag_pandemic hashtag_covid hashtag_testkits hashtag_masks hashtag_lockdown,UNINFORMATIVE,
hashtag_aipsupdates falah salah fromer iraqi goalkeeper tested positive hashtag_covid after medical examinations hospitalised baghdad is quarantined the announcement given ministry youth sports hashtag_iraq httpurl,INFORMATIVE,
exactly see modi is cruel person poor people infected corona due maulana saad hey allah httpurl,INFORMATIVE,
governor babajide sanwoolu has announced discharge italian hashtag_covid index case idh yaba tested negative donated white blood plasma treatment others read more httpurl hashtag_coronaviruspandemic httpurl,INFORMATIVE,
on st episode covid roundtable i talk with neurologist dr wright impact isolation mind listen latest episodes icast tv httpurl hashtag_coronacrisis hashtag_covid hashtag_saturdaythoughts httpurl,UNINFORMATIVE,
policecarlightpolicecarlightpolicecarlightlistenpolicecarlightpolicecarlightpolicecarlightpolicecarlight according event government planned event created virus this simulation occurred october th read more alexa covid was released by government httpurl,UNINFORMATIVE,
